Deck Profile,Deck Name,Date,Country,Author,Placement,Tournament,Host,leader_id,set_name,extraction_dt
op1zoro,Red Zoro,8/20/2023,North America,Louis Nguyen,Top-8,Treasure Cup,Carta Magica,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/20/2023,North America,Harishanth Jegajothi,Top-8,Treasure Cup,Carta Magica,OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/20/2023,North America,Jordan Nguyen,Top-8,Treasure Cup,Carta Magica,OP02-001,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid,8/20/2023,North America,Justin Williams,Top-8,Treasure Cup,Carta Magica,ST02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/19/2023,Latam,Diego Ortega,3rd Place,Treasure Cup,Coqui,OP02-001,op03-mighty-enemy-decklist,2026-03-27
st3ccd,Blue Crocodile,8/19/2023,Chile,William Willis,1st Place,Standard Battle,The Big Box,ST03-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/19/2023,North America,Elvis Vu,5th Place,Treasure Cup,CoreTCG(511),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/19/2023,North America,Franco,Top-8,Treasure Cup,Core TCG(511),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/19/2023,Latam,Jorge Recabal,Top-16,Treasure Cup,BestCoastPairings(384),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,8/17/2023,Panama,Tomas Bianco,1st Place,Standard Battle,Tap n Go,OP01-060,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/15/2023,Panama,Smilian Zizic,1st Place,Standard Battle,Tap n Go,OP02-001,op03-mighty-enemy-decklist,2026-03-27
st7linlin,Yellow Bigmom,8/13/2023,Chile,Valentin Marchant,1st Place,Standard Battle,Huntercard(40),ST07-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/13/2023,Bulgaria,Ventselav Monev,1st Place,Standard Battle,Hobby Games(30),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/12/2023,Puerto Rico,Dylan Aponte Zayas,1st Place,Standard Battle,Titan Games(20),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/12/2023,North America,Kunal,Top-8,Treasure Cup,Carta Magica(1016),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/12/2023,North America,Michael Emeofa,1st Place,Treasure Cup,Carta Magica(1016),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/12/2023,North America,Jacob Fattakhov,3rd Place,Treasure Cup,Carta Magica(1016),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/12/2023,North America,Philip Lai,2nd Place,Treasure Cup,Carta Magica(1016),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/12/2023,North America,Tyler Collier,4th Place,Treasure Cup,Carta Magica(1016),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/12/2023,Peru,Jose,1st Place,Standard Battle,Carloncho Store(48),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2smoker,Black Smoker,8/11/2023,USA,Drhythm,1st Place,Store Championship,The Bearded Dragon Games(17),OP02-093,op03-mighty-enemy-decklist,2026-03-27
op3nami,Blue Nami,8/10/2023,USA,CamWill,1st Place,Standard Battle,LGS(22),OP03-040,op03-mighty-enemy-decklist,2026-03-27
op3ace,Red Ace,8/6/2023,Panama,Gustavo Mejia,1st Place,Standard Battle,Tap n Go(14),OP03-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/6/2023,USA,Gabriel Isaza,1st Place,Regionals,PlayTCG Gen Con(1003),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,8/6/2023,USA,Luis Angel Urena Lopez,2nd Place,Regionals,PlayTCG Gen Con(1003),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/6/2023,USA,James Bie,3rd Place,Regionals,PlayTCG Gen Con(1003),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/6/2023,USA,Norman Tran,4th Place,Regionals,PlayTCG Gen Con(1003),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op3linlin,Black Yellow Big Mom,8/6/2023,England UK,Gareth Brook,1st Place,Store Championship,Living Realms(9),OP03-077,op03-mighty-enemy-decklist,2026-03-27
op2smoker,Black Smoker,8/6/2023,Australia,Ef,1st Place,Standard Battle,Legends and Collectables (12),OP02-093,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,8/6/2023,Dominican Republic,Luis Valdez,1st Place,SB,Battle Zone Gaming Club(16),OP01-060,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/5/2023,Europe,Antonino B,1st Place,Treasure Cup,Raid n Trade (1024),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/5/2023,Europe,Luigi A,2nd Place,Treasure Cup,Raid n Trade (1024),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/5/2023,Europe,Nicky,4th Place,Treasure Cup,Raid n Trade (1024),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,8/5/2023,Europe,Biro T,3rd Place,Treasure Cup,Raid n Trade (1024),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op3linlin,Black Yellow Bigmom,8/5/2023,Spain,Kean EC,1st Place,Store Championship,LGS(24),OP03-077,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/5/2023,Netherlands,Wijzeman,3rd Place,Store Championship,Kai of Cards(32),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/5/2023,Mexico,Erick Lopez,1st Place,Store Championship,Alquimia food and Games(29),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/4/2023,USA,Justin Hendershot,2nd Place,Treasure Cup,PlayTCG Gen Con(507),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/4/2023,USA,Brian Adamo,4th Place,Treasure Cup,PlayTCG Gen Con(507),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/4/2023,USA,Justin Hendershot,1st Place,Treasure Cup,PlayTCG Gen Con(507),OP01-001,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid,8/4/2023,USA,Kelvin Wang,3rd Place,Treasure Cup,PlayTCG Gen Con(507),ST02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/4/2023,USA,Jackson Hoang,1st Place,Treasure Cup,PlayTCG Gen Con(460),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/4/2023,USA,Nechemia Goldman,2nd Place,Treasure Cup,PlayTCG Gen Con(460),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/4/2023,USA,Phuoc Dinh,3rd Place,Treasure Cup,PlayTCG Gen Con(460),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,8/4/2023,USA,Abdulkarim Almerji,4th Place,Treasure Cup,PlayTCG Gen Con(460),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/4/2023,Portugal,Filipe Benedetto,1st Place,Standard Battle,Magus(14),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,8/4/2023,USA,Nicky Goldman,2nd Place,Treasure Cup,Gen Con,OP01-002,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid,8/3/2023,Panama,Gustavo Mejia,1st Place,Standard Battle,Tap n Go(12),ST02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,8/3/2023,USA,Trevor Nemcovic,4th Place,Regionals,PlayTCG Gen Con(486),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2kine,Green Kinemon,8/3/2023,USA,Andrew Dovale,2nd Place,Regionals,PlayTCG Gen Con(486),OP02-025,op03-mighty-enemy-decklist,2026-03-27
st1luffy,Red Luffy,8/3/2023,USA,Russell LaParre,3rd Place,Regionals,PlayTCG Gen Con(486),ST01-001,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,8/3/2023,USA,Kiko Alvarado,1st Place,Regionals,PlayTCG Gen Con,OP01-060,op03-mighty-enemy-decklist,2026-03-27
st3ccd,Blue Crocodile,8/3/2023,USA,Brian Bollen,1st Place,Store Championship,Mage Tower Games(30),ST03-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,8/3/2023,Italy,Enrico Grimaldi,1st Place,Store Championship,LGS,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,8/2/2023,Australia,David Nguyen,1st Place,Standard Battle,Gameology Brunswick,OP01-060,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/31/2023,Australia,KayC,1st Place,Store Championship,Good Games Morley(32),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2garp,black Monkey D Garp,7/30/2023,UK,Parrryy,2nd Place,Store Championship,The Gamers Emporium,OP02-002,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/30/2023,Chile,Jorge Recabal,1st Place,Store Championship,TCGPlanet,OP01-001,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid,7/30/2023,Spain,Yoda,2nd Place,Standard Battle,Ravnica Games,ST02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/30/2023,NorthAmerica,Garrett (The Worst Generation),1st Place,Regionals,Online Regionals(1024),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/30/2023,Chile,Matias Pacheco,top-8,Store Championship,Next Dimension,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/30/2023,Portugal,Filipe Benedetto,1st Place,Standard Battle,Magus(12),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/30/2023,Costa Rica,Yuta Suzuki,1st Place,Store Championship,Krypton Hobby Store(32),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,7/30/2023,UK,TheDuckman,1st Place,Standard Battle,Gamers Emporium Swansea(15),OP01-060,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid,7/30/2023,Puerto Rico,P-etrify,1st Place,Standard Battle,Gamers Cave,ST02-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/29/2023,Europe,Ivan,1st Place,Regionals,RaidnTrade(1024),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/29/2023,Europe,ftwPowerhouse,5th Place,Regionals,RaidnTrade(1024),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/29/2023,Europe,Luca D Luisa,2nd Place,Regionals,RaidnTrade(1024),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/29/2023,Portugal,Miguel Santos,1st Place,Standard Battle,Magic Clube Leiria(17),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/29/2023,Costa Rica,Gio,1st Place,Standard Battle,LGS,OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/29/2023,Costa Rica,Kevin Roller,1st Place,Standard Battle,Krypton Hobby Store,OP01-002,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/29/2023,North America,John Nguyen,6th Place,Regionals,CareTCG(1024),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/28/2023,Australia,Nicholas Koh,1st Place,Standard Battle,LGS,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/28/2023,USA,Franco,1st Place,Store Championship,LGS,OP02-001,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/27/2023,Australia,Nicholas Koh,1st Place,Standard Battle,LGS,OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/27/2023,USA,RicemasterRuff,1st Place,Store Championship,LGS,OP01-002,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/26/2023,Peru,Antonio Naveda,1st Place,Standard Battle,Mr Hob,OP03-076,op03-mighty-enemy-decklist,2026-03-27
op2mag,Magellan,7/24/2023,USA,Joseph Murphy,1st Place,Standard Battle,Alternate Universes(32),OP02-071,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/23/2023,North America,Chris Sok,1st Place,Online Regional,PPG(1000+),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/23/2023,North America,Paul Diamante,3rd Place,Online Regional,PPG(1000+),OP01-001,op03-mighty-enemy-decklist,2026-03-27
st7linlin,Yellow Bigmom,7/23/2023,North America,Daniel Brandman,4th Place,Online Regional,PPG(1000+),ST07-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/23/2023,North America,Clayton Hill,2nd Place,Online Regional,PPG(1000+),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/23/2023,Spain,Jorge Ferrandiz,2nd Place,Standard Battle,Mana Vortex(40),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/23/2023,Spain,Fotu,1st Place,Standard Battle,Mana Vortex(40),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/22/2023,Europe,Charilaos S,4th Place,Online Regional,Raid n Trade(1024),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/22/2023,Europe,Rene M,3th Place,Online Regional,Raid n Trade(1024),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/22/2023,Europe,Robert M,2nd Place,Online Regional,Raid n Trade(1024),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/22/2023,Europe,Federico,1st Place,Online Regional,Raid n Trade(1024),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/22/2023,USA,Ruben Mendoza,1st Place,Store Championship,Power 9 Games(32),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2Sanji,Green Sanji,7/22/2023,USA,LRenz Derico,1st Place,Store Championship,Level One(16),OP02-026,op03-mighty-enemy-decklist,2026-03-27
op3linlin,Black Yellow Bigmom,7/22/2023,Spain,ec_kean,1st Place,Store Championship,Jupiter Norte(32),OP03-077,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/22/2023,Spain,Cskyo,1st Place,Store Championship,Hangar Rebelde(16),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,7/22/2023,USA,Nicholas,1st Place,Store Championship,Genesis Gaming and Hobbies(14),OP01-060,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/22/2023,Latin America,Yadal Castillo,5th Place,Online Regional,Coqui(485),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/22/2023,Latin America,Sergio Ivan Barragan Hernandez,4th Place,Online Regional,Coqui(485),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/22/2023,Latin America,Alejandro Campodonico,3rd Place,Online Regional,Coqui(485),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/22/2023,Latin America,Daniela Guzman,2nd Place,Online Regional,Coqui(485),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/22/2023,Latin America,Jose Alva,1st Place,Online Regional,Coqui(485),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/22/2023,USA,Christopher Hammer,1st Place,Store Championship,Cardboard Shuffle(32),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/21/2023,USA,Sam,1st Place,Store Championship,Game Day Toys and Games(25),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op3kuro,Green Kuro,7/20/2023,Australia,Dylan Harms,1st Place,Store Championship,Guf Geelong(25),OP03-021,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/17/2023,Spain,Cskyo,1st Place,Store Championship,Ravnica Games(20),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/17/2023,Spain,Indomnia,1st Place,Store Championship,LGS,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/16/2023,USA,Jean Michael,1st Place,Store Championship,Legendary Phoenix Games(12),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/15/2023,Germany,Jason Giannikos,1st Place,Regionals,Raid n Trade(512),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/15/2023,Europe,Sebastian Lenhardt,1st Place,Treasure Cup,Raid n Trade (512),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/15/2023,Europe,Yuval Mentzer,Top-4,Treasure Cup,Raid n Trade (512),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/15/2023,Europe,David Ponces,Top-4,Treasure Cup,Raid n Trade (512),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/15/2023,Europe,Delmas Anthony,2nd Place,Treasure Cup,Raid n Trade (512),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/15/2023,North America,Deep Patel,1st Place,Regionals,PlayTCG(512),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/15/2023,North America,Patrick Wei,2nd Place,Regionals,PlayTCG(512),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2smoker,Black Smoker,7/15/2023,USA,Seth Wagner,1st Place,Store Championship,Millennium Games(30),OP02-093,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/15/2023,Australia,KayC,1st Place,Store Championship,Good Games Joondalup(21),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2smoker,Black Smoker,7/15/2023,USA,DTang,1st Place,Store Championship,Gambits Cards and Hobbies(23),OP02-093,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid Film,7/15/2023,Chile,Diego Mediano,1st Place,Standard Battle,Command Center(14),ST02-001,op03-mighty-enemy-decklist,2026-03-27
op3ace,Red Ace,7/14/2023,Italy,Alessandro Rossini,1st Place,Store Championship,Oblivion(29),OP03-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/14/2023,USA,J Hendy,1st Place,Store Championship,LGS,OP01-001,op03-mighty-enemy-decklist,2026-03-27
st3ccd,Blue Crocodile,7/14/2023,Australia,Elliot Charters,1st Place,Store Championship,Gametraders Chermside(35),ST03-001,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/13/2023,USA,Qmaz246,1st Place,Standard Battle,Redcaps Corner(23),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,7/13/2023,Costa Rica,Marco Pats,1st Place,Store Championship,Perron Store(32),OP01-060,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/13/2023,USA,Daniel Imperial,1st Place,Store Championship,Cool Stuff Games(32),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/10/2023,Australia,Px3_kayC,1st Place,Standard Battle,Good Games Morley(22),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/10/2023,USA,Tony Tony Capper,1st Place,Store Championship,Gongaii(16),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/10/2023,Costa Rica,Enio,1st Place,Store Championship,Don Dato(22),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/10/2023,Costa Rica,Kevin Roller,2nd Place,Store Championship,Don Dato(22),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/9/2023,Panama,Gustavo Mejia,1st Place,Standard Battle,Tap n Go(15),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/9/2023,Oceania,Braydon Walker,2nd Place,Online Regional,TAK(330),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1law,Red Green Law,7/9/2023,Oceania,Shannon Cole,1st Place,Online Regional,TAK(330),OP01-002,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/9/2023,Oceania,Elliot Charters,3rd Place,Online Regional,TAK(330),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/9/2023,USA,Phuoc Dinh,2nd Place,Standard Battle,PPG(101),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/9/2023,USA,Hamza Afredi,1st Place,Standard Battle,PPG(101),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/9/2023,USA,Steven Nguyen,3rd Place,Standard Battle,PPG(101),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/9/2023,USA,Petros Hong,4th Place,Standard Battle,PPG(101),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/9/2023,USA,Ricky Calarco,1st Place,Store Championship,House Rules Gamings(32),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/9/2023,Spain,Yordan Yordanov,1st Place,Store Championship,Dragon_CT(17),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/9/2023,Dominican Republic,Randys Feliz,1st Place,Standard Battle,BattleZone,OP02-001,op03-mighty-enemy-decklist,2026-03-27
op3nami,Blue Nami,7/8/2023,USA,Jakob Debooth,1st Place,Store Championship,Waffles and Enthusiasm,OP03-040,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/8/2023,USA,Tyler Chaplin,1st Place,Store Championship,VersusGames(32),OP03-099,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid Film,7/8/2023,Portugal,msHoffmann,1st Place,Standard Battle,Pt Merch,ST02-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/8/2023,Spain,Saiko,1st Place,Standard Battle,Hangar Rebelde,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/8/2023,Italy,Antonio B,3rd Place,Offline Regional,Gametrade(512),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/8/2023,USA,Deebo,1st Place,Store Championship,Game Grid North Salt Lake(33),OP03-099,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/8/2023,Portugal,Michel Baes,1st Place,Store Championship,Duelos de Honra,OP03-099,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/8/2023,Peru,Jose Alva,1st Place,Standard Battle,Battle City Games(26),OP02-001,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid Film,7/7/2023,New Zealand,Jarred,1st Place,Store Championship,Card Merchant(36),ST02-001,op03-mighty-enemy-decklist,2026-03-27
op3ace,Red Ace,7/6/2023,USA,Lemaru,1st Place,Standard Battle,Timetwister Games(18),OP03-001,op03-mighty-enemy-decklist,2026-03-27
op3arlong,Yellow Green Arlong,7/6/2023,USA,junichihuff,1st Place,Standard Battle,Magic n Monsters(9),OP03-022,op03-mighty-enemy-decklist,2026-03-27
op2ed,Red Newgate,7/6/2023,Germany,Matthias Mohallel,1st Place,Standard Battle,Card Buddys(32),OP02-001,op03-mighty-enemy-decklist,2026-03-27
op3arlong,Yellow Green Arlong,7/5/2023,USA,Potter,1st Place,Standard Battle,Triumph TCG(19),OP03-022,op03-mighty-enemy-decklist,2026-03-27
st4kaido,Purple Kaido,7/4/2023,USA,Joseph Murphy,1st Place,Standard Battle,LGS,ST04-001,op03-mighty-enemy-decklist,2026-03-27
op3nami,Blue Nami,7/3/2023,Costa Rica,Ricky Calarco,1st Place,Standard Battle,The Haven Games(21),OP03-040,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/3/2023,UK,EPYEON,1st Place,Standard Battle,Mana Lounge(16),OP01-001,op03-mighty-enemy-decklist,2026-03-27
st3ccd,Blue Crocodile,7/3/2023,Australia,Ethan(TeamPX3),1st Place,Standard Battle,LGS,ST03-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/3/2023,Spain,Indomnia,1st Place,Standard Battle,LGS,OP01-001,op03-mighty-enemy-decklist,2026-03-27
op1doffy,Blue Doffy,7/3/2023,USA,KEKfila,1st Place,Standard Battle,LGS,OP01-060,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/3/2023,USA,KG Decclesia,1st Place,Standard Battle,LGS,OP03-099,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/3/2023,Panama,Gustavo Mejia,1st Place,Standard Battle,Istmo Games(12),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3ace,Red Ace,7/2/2023,Portugal,Pedro Nunes,1st Place,Standard Battle,Weatherlight Games,OP03-001,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,7/2/2023,Costa Rica,Yuta Suzuki,1st Place,Standard Battle,Raven House(11),OP01-001,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/2/2023,Germany,Trappi,2nd Place,Standard Battle,Raid n Trade(11+),OP03-099,op03-mighty-enemy-decklist,2026-03-27
st3ccd,Blue Crocodile,7/2/2023,USA,Vinny Winny,1st Place,Standard Battle,LGS(13),ST03-001,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/1/2023,USA,Anthony Irvine,1st Place,Standard Battle,The Booster Box(35),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op3lucci,Black Rob Lucci,7/1/2023,USA,Juha Bach,1st Place,Standard Battle,GX Gamers(12),OP03-076,op03-mighty-enemy-decklist,2026-03-27
op3katakuri,Yellow Katakuri,7/1/2023,USA,Deebo,1st Place,Standard Battle,Game Grid North Ogden(25),OP03-099,op03-mighty-enemy-decklist,2026-03-27
st4kaido,Purple Kaido,7/1/2023,Portugal,msHoffmann,1st Place,Standard Battle,Duelos de Honra,ST04-001,op03-mighty-enemy-decklist,2026-03-27
st2kid,Green Kid Film,6/29/2023,Portugal,Carlos Cavalho,1st Place,Standard Battle,Weatherlight Games,ST02-001,op03-mighty-enemy-decklist,2026-03-27
op3nami,Blue Nami,6/29/2023,USA,Adam,1st Place,Standard Battle,Timetwister games(20),OP03-040,op03-mighty-enemy-decklist,2026-03-27
op1zoro,Red Zoro,"Jun 24, 2023",USA,J Hendy,Top-16,Regionals,PlayTCG,OP01-001,op02-paramount-war-decklist,2026-03-27
op1zoro,Red Zoro,"Jun 24, 2023",USA,Zachary Sexton,4th Place,Chopper Side Event,PlayTCG(64),OP01-001,op02-paramount-war-decklist,2026-03-27
op2ed,whitebeard,"Jun 17, 2023",North America,Zachariah Meader,1st Place,Treasure Cup,Carta Magica(500+),OP02-001,op02-paramount-war-decklist,2026-03-27
op1zoro,Red Zoro,"Jun 17, 2023",North America,Jackson Hoang,6th Place,Treasure Cup,Carta Magica(500+),OP01-001,op02-paramount-war-decklist,2026-03-27
