deck_name,finish_dt,placement,tournament,host,set_name,leader_id,leader_name,color,color_numbers,primary_color,secondary_color,life,power
green Kid,2023-03-11,2nd,Standard Battle,Localshop,op02-paramount-war-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
green Kid,2023-04-05,1st,StandardBattle,Weatherlight Games,op02-paramount-war-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
green Kid,2023-05-10,1st,StandardBattle,Weatherlight,op02-paramount-war-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
whitebeard,2023-05-06,2nd,Online Treasure Cup,CoreTCG,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-06-03,T4,Regionals,Organized Play Events,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-31,1st,Standard Battle,Kantocards,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-06-17,1st,Treasure Cup,Carta Magica,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-06-10,1st,Standard Battle,Centro del Fumetto,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-11,1st,Standard Battle,Gx Gamers,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-07,T4,Regionals,TAK,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-26,1st,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-14,T4,Regionals,PlayTCG,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-19,1st,Standard Battle,Cool Stuff Games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-21,T4,Treasure Cup,Carta Magica,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-17,T4,Regionals,Carta Magica,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-13,T4,Offline regionals,Coqui,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-24,2nd,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-06,1st,Standard Battle,Beyond Odyssey games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-23,2nd,Standard Battle,Newgate Legends,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-22,1st,Standard Battle,Gemini Games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-11,1st,Standard Battle,Imperial Gaming and Collectibles,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-03,1st,Standard Battle,GoodGames,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-13,T8,Offline regionals,Coqui,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-27,T4,Treasure Cup,PlayTCG,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-12,1st,Standard Battle,Tournament City Games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-24,1st,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-30,1st,Standard Battle,OblivioN,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-26,T4,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-31,1st,Standard Battle,Hunter Card TCG,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-05,1st,Standard Battle,Kantocards,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-06,1st,Standard Battle,GoodGames,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-24,T4,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-13,T4,Online Treasure Cup,PPG,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-26,T4,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-26,1st,Standard Battle,Cool Stuff Games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-30,1st,Standard Battle,House Rules Gaming,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-20,T8,Treasure Cup,TAK Games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-01,1st,Standard Battle,Hunter Card TCG,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-26,2nd,Online Regional,Top Cut,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-12,1st,Standard Battle,stage zero circuit,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-28,1st,Standard Battle,Omega Card Game n Raven House,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-03-28,1st,Standard Battle,Magicsur,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-04-26,1st,Standard Battle,Weatherlight Games,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
whitebeard,2023-05-07,1st,Standard Battle,Tap n Go,op02-paramount-war-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Black Luffy,2023-08-27,2nd,SB,Battle zone,op03-mighty-enemy-decklist,ST08-001,Monkey.D.Luffy,Black,1,Black,--,5,5000
Black Rob Lucci,2023-08-06,2nd,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-08-26,T4,Regionals,TAK,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-16,1st,Store Championship,Legendary Phoenix Games,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-09-05,1st,SB,Set And Play,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-15,1st,Treasure Cup,Raid n Trade,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-01,1st,Standard Battle,The Booster Box,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-26,1st,Standard Battle,Mr Hob,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-01,1st,Standard Battle,GX Gamers,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-08,T4,Offline Regional,Gametrade,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-09-03,T8,Regionals,Alicante,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-07-23,2nd,Online Regional,PPG,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Rob Lucci,2023-08-04,T4,Treasure Cup,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP03-076,Rob Lucci,Black,1,Black,--,5,5000
Black Smoker,2023-08-11,1st,Store Championship,The Bearded Dragon Games,op03-mighty-enemy-decklist,OP02-093,Smoker,Black,1,Black,--,5,5000
Black Smoker,2023-08-06,1st,Standard Battle,Legends and Collectables,op03-mighty-enemy-decklist,OP02-093,Smoker,Black,1,Black,--,5,5000
Black Smoker,2023-07-15,1st,Store Championship,Millennium Games,op03-mighty-enemy-decklist,OP02-093,Smoker,Black,1,Black,--,5,5000
Black Smoker,2023-07-15,1st,Store Championship,Gambits Cards and Hobbies,op03-mighty-enemy-decklist,OP02-093,Smoker,Black,1,Black,--,5,5000
Black Yellow Big Mom,2023-08-06,1st,Store Championship,Living Realms,op03-mighty-enemy-decklist,OP03-077,Charlotte Linlin,Black/Yellow,2,Black,Yellow,4,5000
Black Yellow Bigmom,2023-08-05,1st,Store Championship,LGS,op03-mighty-enemy-decklist,OP03-077,Charlotte Linlin,Black/Yellow,2,Black,Yellow,4,5000
Black Yellow Bigmom,2023-07-22,1st,Store Championship,Jupiter Norte,op03-mighty-enemy-decklist,OP03-077,Charlotte Linlin,Black/Yellow,2,Black,Yellow,4,5000
Blue Crocodile,2023-08-19,1st,Standard Battle,The Big Box,op03-mighty-enemy-decklist,ST03-001,Crocodile,Blue,1,Blue,--,5,5000
Blue Crocodile,2023-07-03,1st,Standard Battle,LGS,op03-mighty-enemy-decklist,ST03-001,Crocodile,Blue,1,Blue,--,5,5000
Blue Crocodile,2023-07-14,1st,Store Championship,Gametraders Chermside,op03-mighty-enemy-decklist,ST03-001,Crocodile,Blue,1,Blue,--,5,5000
Blue Crocodile,2023-07-02,1st,Standard Battle,LGS,op03-mighty-enemy-decklist,ST03-001,Crocodile,Blue,1,Blue,--,5,5000
Blue Crocodile,2023-08-03,1st,Store Championship,Mage Tower Games,op03-mighty-enemy-decklist,ST03-001,Crocodile,Blue,1,Blue,--,5,5000
Blue Doffy,2023-08-03,1st,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-08-02,1st,Standard Battle,Gameology Brunswick,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-08-17,1st,Standard Battle,Tap n Go,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-07-22,1st,Store Championship,Genesis Gaming and Hobbies,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-08-06,1st,SB,Battle Zone Gaming Club,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-09-12,1st,SB,SetAndPlay,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-07-03,1st,Standard Battle,LGS,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-07-13,1st,Store Championship,Perron Store,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2023-07-30,1st,Standard Battle,Gamers Emporium Swansea,op03-mighty-enemy-decklist,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Nami,2023-09-07,1st,SB,Iseehot,op03-mighty-enemy-decklist,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Nami,2023-07-08,1st,Store Championship,Waffles and Enthusiasm,op03-mighty-enemy-decklist,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Nami,2023-08-20,T4,Treasure Cup,TAK Games,op03-mighty-enemy-decklist,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Nami,2023-08-10,1st,Standard Battle,LGS,op03-mighty-enemy-decklist,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Nami,2023-07-03,1st,Standard Battle,The Haven Games,op03-mighty-enemy-decklist,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Nami,2023-06-29,1st,Standard Battle,Timetwister games,op03-mighty-enemy-decklist,OP03-040,Nami,Blue,1,Blue,--,5,5000
Green Kid,2023-07-30,1st,Standard Battle,Gamers Cave,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid,2023-08-21,1st,Standard Battle,Tap n Go,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid,2023-07-30,2nd,Standard Battle,Ravnica Games,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid,2023-08-04,T4,Treasure Cup,PlayTCG Gen Con,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid,2023-09-03,1st,SB,Players Stop,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid,2023-08-03,1st,Standard Battle,Tap n Go,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid,2023-08-20,T8,Treasure Cup,Carta Magica,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid Film,2023-07-15,1st,Standard Battle,Command Center,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid Film,2023-07-07,1st,Store Championship,Card Merchant,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid Film,2023-07-08,1st,Standard Battle,Pt Merch,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kid Film,2023-06-29,1st,Standard Battle,Weatherlight Games,op03-mighty-enemy-decklist,ST02-001,"Eustass""Captain""Kid",Green,1,Green,--,5,5000
Green Kinemon,2023-08-03,2nd,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP02-025,Kin'emon,Green,1,Green,--,5,5000
Green Kuro,2023-07-20,1st,Store Championship,Guf Geelong,op03-mighty-enemy-decklist,OP03-021,Kuro,Green,1,Green,--,5,5000
Green Sanji,2023-07-22,1st,Store Championship,Level One,op03-mighty-enemy-decklist,OP02-026,Sanji,Green/Blue,2,Green,Blue,4,5000
Magellan,2023-07-24,1st,Standard Battle,Alternate Universes,op03-mighty-enemy-decklist,OP02-071,Magellan,Purple,1,Purple,--,5,5000
Magellan,2023-09-03,T4,Regionals,Alicante,op03-mighty-enemy-decklist,OP02-071,Magellan,Purple,1,Purple,--,5,5000
Purple Kaido,2023-07-04,1st,Standard Battle,LGS,op03-mighty-enemy-decklist,ST04-001,Kaido,Purple,1,Purple,--,5,5000
Purple Kaido,2023-07-01,1st,Standard Battle,Duelos de Honra,op03-mighty-enemy-decklist,ST04-001,Kaido,Purple,1,Purple,--,5,5000
Purple King,2023-09-05,1st,SB,Red Castle Games,op03-mighty-enemy-decklist,OP01-091,King,Purple,1,Purple,--,5,5000
Red Ace,2023-07-02,1st,Standard Battle,Weatherlight Games,op03-mighty-enemy-decklist,OP03-001,Portgas.D.Ace,Red,1,Red,--,5,5000
Red Ace,2023-08-06,1st,Standard Battle,Tap n Go,op03-mighty-enemy-decklist,OP03-001,Portgas.D.Ace,Red,1,Red,--,5,5000
Red Ace,2023-07-06,1st,Standard Battle,Timetwister Games,op03-mighty-enemy-decklist,OP03-001,Portgas.D.Ace,Red,1,Red,--,5,5000
Red Ace,2023-07-14,1st,Store Championship,Oblivion,op03-mighty-enemy-decklist,OP03-001,Portgas.D.Ace,Red,1,Red,--,5,5000
Red Green Law,2023-07-27,1st,Store Championship,LGS,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-09,1st,Online Regional,TAK,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-04,1st,Standard Battle,Magus,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-05,T4,Store Championship,Kai of Cards,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-30,1st,Standard Battle,Magus,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-15,T4,Treasure Cup,Raid n Trade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-04,2nd,Treasure Cup,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-06,T4,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-12,T8,Treasure Cup,Carta Magica,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-29,1st,Standard Battle,Krypton Hobby Store,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-09-03,T4,Regionals,Alicante,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-10,2nd,Store Championship,Don Dato,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-05,1st,Store Championship,Alquimia food and Games,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-20,T4,Treasure Cup,TAK Games,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-15,T4,Treasure Cup,Raid n Trade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-09-01,1st,SB,Magus,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-29,1st,Regionals,RaidnTrade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-20,2nd,Regionals,Raid n Trade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-20,1st,Treasure Cup,TAK Games,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-27,1st,Standard Battle,Omega Card Game,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-26,2nd,SB,Vulcans Comics,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-12,1st,Standard Battle,Titan Games,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-04,2nd,Treasure Cup,Gen Con,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-09-02,T4,Regionals,CoreTCG,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-22,T4,Online Regional,Raid n Trade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-23,2nd,Standard Battle,Mana Vortex,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-29,1st,Standard Battle,LGS,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-22,2nd,Online Regional,Raid n Trade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-29,1st,Standard Battle,Magic Clube Leiria,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-31,1st,SB,Krypton Hobby Store,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-26,2nd,Regionals,PPG,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-08-26,1st,Regionals,TAK,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Green Law,2023-07-29,T8,Regionals,RaidnTrade,op03-mighty-enemy-decklist,OP01-002,Trafalgar Law,Red/Green,2,Red,Green,4,5000
Red Luffy,2023-08-03,T4,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,ST01-001,Monkey.D.Luffy,Red,1,Red,--,5,5000
Red Newgate,2023-07-30,1st,Regionals,Online Regionals,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-27,1st,SB,Saigon TCG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-29,2nd,Regionals,RaidnTrade,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-12,1st,Standard Battle,Carloncho Store,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-26,T4,Treasure Cup,Raid n Trade,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-09-03,1st,Regionals,Alicante,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-08,1st,Standard Battle,Battle City Games,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-12,T4,Treasure Cup,Carta Magica,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-22,1st,Store Championship,Power 9 Games,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-23,1st,Online Regional,PPG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-04,T4,Treasure Cup,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-10,1st,Store Championship,Gongaii,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-15,1st,Store Championship,Good Games Joondalup,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-03,T4,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-28,1st,Store Championship,LGS,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-26,T4,Regionals,PPG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-22,T4,Online Regional,Raid n Trade,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-26,2nd,Regionals,TAK,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-09,2nd,Standard Battle,PPG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-06,1st,Standard Battle,Card Buddys,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-04,2nd,Treasure Cup,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-26,1st,Regionals,PlayTCG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-31,1st,Store Championship,Good Games Morley,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-09-02,1st,Regionals,CoreTCG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-22,T4,Online Regional,Coqui,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-12,2nd,Treasure Cup,Carta Magica,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-09,T4,Standard Battle,PPG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-05,1st,Treasure Cup,Raid n Trade,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-19,T4,Treasure Cup,Coqui,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-19,T8,Treasure Cup,Core TCG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-09,T4,Standard Battle,PPG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-04,T4,Treasure Cup,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-09,1st,Standard Battle,PPG,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-17,1st,Store Championship,Ravnica Games,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-15,1st,Standard Battle,Tap n Go,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-20,T8,Treasure Cup,Carta Magica,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-22,1st,Store Championship,Hangar Rebelde,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-06,1st,Regionals,PlayTCG Gen Con,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-08-20,T8,Treasure Cup,Carta Magica,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
Red Newgate,2023-07-22,1st,Online Regional,Coqui,op03-mighty-enemy-decklist,OP02-001,Edward.Newgate,Red,1,Red,--,6,6000
